date,number_of_strikes,center_point_geom
2018-11-21,11,POINT(-109.6 34.3)
2018-03-16,18,POINT(-97.2 41.6)
2018-04-13,14,POINT(-109.6 44.3)
2018-10-24,8,POINT(-95.1 35.7)
2018-06-27,17,POINT(-74.8 27.9)
2018-08-03,23,POINT(-89.1 24.2)
2018-11-11,1,POINT(-77.2 24.8)
2018-02-08,13,POINT(-111.7 46.0)
2018-09-16,2,POINT(-75.0 23.7)
2018-07-23,5,POINT(-89.9 31.5)
2018-01-07,17,POINT(-118.4 30.0)
2018-02-18,41,POINT(-88.3 46.0)
2018-01-26,43,POINT(-72.4 34.3)
2018-06-10,2,POINT(-116.0 49.9)
2018-12-23,11,POINT(-90.9 42.1)
2018-06-25,18,POINT(-74.2 45.5)
2018-03-20,4,POINT(-119.5 23.0)
2018-01-02,30,POINT(-88.5 27.6)
2018-05-12,28,POINT(-96.3 24.1)
2018-10-03,47,POINT(-102.7 33.9)
2018-04-27,1,POINT(-88.6 41.5)
2018-06-13,5,POINT(-117.4 25.1)
2018-10-15,36,POINT(-82.3 23.9)
2018-01-28,23,POINT(-119.8 38.4)
2018-11-29,45,POINT(-104.7 26.9)
2018-01-01,2,POINT(-94.8 34.4)
2018-07-07,19,POINT(-101.1 21.5)
2018-02-25,17,POINT(-104.6 40.4)
2018-02-04,1,POINT(-78.5 36.2)
2018-04-22,15,POINT(-73.3 39.4)
2018-10-13,19,POINT(-76.3 28.3)
2018-11-06,5,POINT(-93.9 28.4)
2018-02-05,7,POINT(-75.8 44.0)
2018-08-05,21,POINT(-74.0 41.6)
2018-03-21,13,POINT(-99.5 37.4)
2018-11-10,40,POINT(-105.8 38.8)
2018-03-24,9,POINT(-115.1 22.8)
2018-03-06,7,POINT(-96.0 45.7)
2018-11-21,84,POINT(-72.7 43.1)
2018-05-08,49,POINT(-92.0 37.7)
2018-11-03,1,POINT(-86.6 47.6)
2018-01-22,30,POINT(-114.4 25.1)
2018-08-04,3,POINT(-112.8 40.6)
2018-04-17,1,POINT(-96.8 48.9)
2018-04-19,7,POINT(-72.4 29.3)
2018-12-23,7,POINT(-102.0 20.5)
2018-06-30,35,POINT(-76.1 42.0)
2018-12-22,25,POINT(-114.0 20.2)
2018-06-13,80,POINT(-89.1 46.2)
2018-03-09,25,POINT(-90.0 21.7)
2018-10-19,11,POINT(-77.0 39.6)
2018-06-29,25,POINT(-119.8 31.3)
2018-06-30,151,POINT(-110.5 26.1)
2018-06-18,25,POINT(-109.0 46.9)
2018-01-22,29,POINT(-72.5 42.4)
2018-03-07,56,POINT(-112.3 30.2)
2018-01-21,3,POINT(-118.2 28.5)
2018-04-10,25,POINT(-93.3 42.1)
2018-10-27,39,POINT(-93.6 45.1)
2018-04-13,62,POINT(-77.8 41.5)
2018-02-16,5,POINT(-72.6 39.2)
2018-02-08,15,POINT(-93.1 26.8)
2018-10-12,23,POINT(-73.5 45.6)
2018-11-06,6,POINT(-83.7 42.5)
2018-03-31,19,POINT(-106.8 35.5)
2018-03-26,6,POINT(-73.6 35.3)
2018-09-30,9,POINT(-86.6 37.1)
2018-12-02,12,POINT(-99.3 44.8)
2018-07-07,16,POINT(-86.0 42.3)
2018-06-08,12,POINT(-99.9 45.7)
2018-08-31,14,POINT(-114.3 35.2)
2018-03-14,8,POINT(-84.1 38.7)
2018-02-18,4,POINT(-78.8 45.6)
2018-04-11,1,POINT(-83.6 27.0)
2018-01-02,5,POINT(-108.5 33.3)
2018-09-01,18,POINT(-72.2 38.6)
2018-06-25,31,POINT(-118.7 47.5)
2018-08-26,4,POINT(-103.4 20.5)
2018-02-28,3,POINT(-107.0 26.4)
2018-12-19,28,POINT(-117.6 27.0)
2018-04-09,8,POINT(-99.7 29.8)
2018-12-25,61,POINT(-88.8 28.5)
2018-01-02,26,POINT(-75.9 37.7)
2018-08-31,8,POINT(-70.5 46.6)
2018-10-24,7,POINT(-79.6 39.1)
2018-07-30,15,POINT(-96.6 27.2)
2018-05-03,2,POINT(-83.8 45.9)
2018-08-17,3,POINT(-77.8 39.0)
2018-03-23,4,POINT(-96.7 26.6)
2018-05-24,30,POINT(-80.7 30.8)
2018-05-20,15,POINT(-95.9 43.7)
2018-01-29,1,POINT(-100.7 42.2)
2018-09-27,23,POINT(-93.7 37.3)
2018-09-04,12,POINT(-86.2 24.3)
2018-01-12,15,POINT(-83.7 44.1)
2018-12-21,5,POINT(-102.2 29.2)
2018-12-03,17,POINT(-91.4 43.1)
2018-04-16,78,POINT(-74.5 39.4)
2018-02-01,2,POINT(-71.2 27.9)
2018-03-15,7,POINT(-108.6 26.4)
2018-06-20,6,POINT(-110.4 23.9)
2018-12-03,6,POINT(-86.2 27.3)
2018-03-10,10,POINT(-99.3 24.7)
2018-10-28,35,POINT(-118.8 38.5)
2018-12-28,49,POINT(-102.7 38.0)
2018-05-17,5,POINT(-79.7 37.6)
2018-04-10,16,POINT(-80.1 39.3)
2018-05-26,21,POINT(-95.3 44.4)
2018-01-09,15,POINT(-96.4 47.4)
2018-03-03,12,POINT(-91.0 26.9)
2018-07-04,5,POINT(-109.0 37.6)
2018-01-29,14,POINT(-93.7 22.4)
2018-04-24,11,POINT(-119.4 23.6)
2018-05-23,32,POINT(-96.2 39.6)
2018-04-30,29,POINT(-103.2 34.6)
2018-06-19,3,POINT(-86.3 42.7)
2018-06-06,2,POINT(-88.1 32.8)
2018-12-01,48,POINT(-101.0 23.8)
2018-12-15,16,POINT(-119.6 46.2)
2018-09-17,40,POINT(-107.4 22.5)
2018-03-23,2,POINT(-88.3 25.7)
2018-08-30,15,POINT(-116.4 28.3)
2018-06-21,16,POINT(-114.6 49.9)
2018-08-19,40,POINT(-87.6 32.5)
2018-07-27,3,POINT(-82.2 35.1)
2018-03-16,6,POINT(-103.9 43.1)
2018-09-27,11,POINT(-95.5 39.1)
2018-04-24,41,POINT(-72.7 45.2)
2018-03-03,56,POINT(-72.7 34.6)
2018-12-28,99,POINT(-104.6 49.2)
2018-11-16,64,POINT(-79.5 43.9)
2018-04-12,1,POINT(-90.3 32.0)
2018-12-28,1,POINT(-71.2 31.4)
2018-07-29,4,POINT(-96.1 47.9)
2018-09-12,9,POINT(-81.3 40.5)
2018-01-20,36,POINT(-81.6 38.6)
2018-02-27,45,POINT(-95.1 42.7)
2018-04-22,5,POINT(-80.2 36.8)
2018-11-09,20,POINT(-106.9 24.8)
2018-07-15,50,POINT(-113.9 29.6)
2018-12-19,13,POINT(-98.7 36.7)
2018-04-02,3,POINT(-72.8 20.5)
2018-02-21,13,POINT(-95.0 33.1)
2018-10-20,10,POINT(-88.2 42.7)
2018-01-08,18,POINT(-88.8 24.9)
2018-10-27,12,POINT(-113.4 21.9)
2018-04-08,1,POINT(-100.5 45.1)
2018-08-24,103,POINT(-84.7 38.5)
2018-03-10,16,POINT(-71.4 25.3)
2018-02-14,13,POINT(-111.6 44.2)
2018-05-17,62,POINT(-99.5 39.7)
2018-08-22,4,POINT(-115.2 30.0)
2018-02-01,5,POINT(-107.9 31.3)
2018-10-16,34,POINT(-101.2 24.7)
2018-05-06,7,POINT(-93.0 45.1)
2018-03-08,33,POINT(-108.5 35.3)
2018-01-30,7,POINT(-108.6 36.7)
2018-04-24,1,POINT(-81.1 46.5)
2018-07-23,15,POINT(-71.9 20.5)
2018-01-29,5,POINT(-103.8 22.0)
2018-05-11,29,POINT(-85.6 24.8)
2018-07-04,21,POINT(-107.1 20.9)
2018-09-10,52,POINT(-73.6 39.7)
2018-10-13,31,POINT(-86.4 39.0)
2018-03-03,4,POINT(-79.9 26.3)
2018-01-03,33,POINT(-117.5 24.5)
2018-03-09,21,POINT(-90.1 24.4)
2018-01-25,23,POINT(-93.6 48.6)
2018-06-28,36,POINT(-105.4 40.8)
2018-05-21,18,POINT(-106.9 37.6)
2018-08-19,13,POINT(-91.0 29.7)
2018-10-27,21,POINT(-84.7 33.0)
2018-06-12,8,POINT(-118.3 22.7)
2018-11-07,5,POINT(-91.6 49.9)
2018-05-10,20,POINT(-111.5 42.7)
2018-09-03,6,POINT(-113.0 38.6)
2018-10-24,2,POINT(-88.8 37.6)
2018-06-21,1,POINT(-104.5 35.1)
2018-03-05,19,POINT(-98.0 27.7)
2018-01-31,9,POINT(-102.0 26.8)
2018-02-16,28,POINT(-87.6 36.5)
2018-05-10,10,POINT(-96.5 22.1)
2018-12-18,14,POINT(-71.8 22.2)
2018-11-29,11,POINT(-102.4 36.8)
2018-04-20,22,POINT(-83.0 47.6)
2018-03-10,9,POINT(-107.1 47.4)
2018-02-27,67,POINT(-94.6 20.3)
2018-04-16,56,POINT(-92.4 23.2)
2018-10-27,38,POINT(-103.5 37.5)
2018-11-26,51,POINT(-96.4 45.5)
2018-09-13,12,POINT(-106.0 48.6)
2018-11-08,16,POINT(-119.7 45.8)
2018-06-20,28,POINT(-109.2 40.3)
2018-06-11,24,POINT(-85.0 26.0)
2018-10-13,45,POINT(-81.5 22.2)
2018-03-12,26,POINT(-106.0 21.4)
2018-09-12,124,POINT(-99.6 38.4)
2018-02-24,9,POINT(-118.1 21.1)
2018-11-19,36,POINT(-108.1 42.2)
2018-01-03,24,POINT(-81.0 41.4)
2018-01-26,24,POINT(-89.7 22.4)
2018-11-09,8,POINT(-109.7 47.2)
2018-05-06,31,POINT(-107.1 35.7)
2018-02-22,47,POINT(-79.2 47.1)
2018-07-17,5,POINT(-109.5 47.0)
2018-10-26,20,POINT(-103.3 25.9)
2018-07-07,10,POINT(-86.8 31.4)
2018-07-05,92,POINT(-91.9 24.0)
2018-11-01,14,POINT(-97.0 43.2)
2018-10-25,6,POINT(-75.0 35.1)
2018-07-23,10,POINT(-109.0 47.9)
2018-01-11,22,POINT(-82.9 26.2)
2018-12-25,2,POINT(-112.0 40.7)
2018-12-20,19,POINT(-89.2 49.7)
2018-05-26,54,POINT(-76.5 40.0)
2018-03-26,38,POINT(-97.1 22.1)
2018-04-10,2,POINT(-83.8 37.7)
2018-04-14,101,POINT(-79.0 25.4)
2018-02-15,24,POINT(-113.2 20.9)
2018-02-13,4,POINT(-84.7 30.0)
2018-10-05,1,POINT(-74.0 28.0)
2018-06-30,4,POINT(-91.2 43.7)
2018-07-06,37,POINT(-110.7 31.2)
2018-04-24,1,POINT(-113.7 42.0)
2018-09-12,6,POINT(-107.0 20.5)
2018-01-30,29,POINT(-114.8 20.4)
2018-09-21,18,POINT(-94.3 20.9)
2018-04-08,31,POINT(-116.5 26.6)
2018-11-09,28,POINT(-108.8 31.2)
2018-11-25,2,POINT(-98.0 38.2)
2018-04-25,45,POINT(-96.3 49.6)
2018-10-03,6,POINT(-91.7 30.6)
2018-10-08,17,POINT(-84.7 21.7)
2018-10-02,21,POINT(-117.6 25.8)
2018-09-18,4,POINT(-116.0 46.9)
2018-11-27,75,POINT(-117.0 41.0)
2018-07-26,14,POINT(-98.8 43.7)
2018-11-24,2,POINT(-117.9 23.7)
2018-07-30,56,POINT(-82.7 24.0)
2018-08-03,18,POINT(-108.8 23.4)
2018-02-09,25,POINT(-73.0 45.7)
2018-01-26,15,POINT(-95.7 26.3)
2018-01-27,37,POINT(-97.7 39.3)
2018-07-09,1,POINT(-81.0 35.5)
2018-03-24,7,POINT(-84.3 36.3)
2018-06-19,13,POINT(-89.6 25.9)
2018-06-16,2,POINT(-73.2 39.1)
2018-07-07,25,POINT(-98.9 21.3)
2018-06-18,11,POINT(-79.6 49.8)
2018-10-16,7,POINT(-101.0 20.8)
2018-08-17,1,POINT(-78.1 21.5)
2018-04-07,26,POINT(-107.0 29.7)
2018-01-16,36,POINT(-105.5 44.9)
2018-10-06,11,POINT(-86.1 27.7)
2018-05-15,17,POINT(-109.4 34.2)
2018-01-26,6,POINT(-108.5 20.5)
2018-12-18,20,POINT(-104.7 22.4)
2018-01-12,1,POINT(-86.1 38.2)
2018-03-13,14,POINT(-75.5 25.8)
2018-05-13,21,POINT(-86.3 40.8)
2018-04-16,51,POINT(-78.6 43.6)
2018-08-08,10,POINT(-92.8 45.5)
2018-06-26,29,POINT(-116.6 24.0)
2018-10-09,19,POINT(-115.0 33.7)
2018-05-13,53,POINT(-92.3 48.4)
2018-01-22,11,POINT(-103.6 43.2)
2018-09-26,8,POINT(-109.0 23.5)
2018-06-10,44,POINT(-96.7 35.1)
2018-04-17,2,POINT(-86.7 47.7)
2018-10-06,3,POINT(-100.8 33.2)
2018-12-19,2,POINT(-79.9 45.1)
2018-08-23,38,POINT(-83.1 34.9)
2018-01-18,1,POINT(-83.3 23.2)
2018-08-30,40,POINT(-70.7 24.4)
2018-04-27,13,POINT(-105.2 21.4)
2018-10-13,1,POINT(-87.8 25.9)
2018-10-09,11,POINT(-77.2 46.8)
2018-05-24,5,POINT(-91.0 39.5)
2018-07-24,20,POINT(-80.5 42.2)
2018-02-08,23,POINT(-99.3 38.6)
2018-06-03,14,POINT(-90.5 31.6)
2018-06-25,1,POINT(-117.2 26.5)
2018-08-29,22,POINT(-70.7 47.8)
2018-05-14,37,POINT(-80.0 35.4)
2018-02-15,26,POINT(-76.6 34.4)
2018-02-19,36,POINT(-85.3 49.9)
2018-06-15,5,POINT(-110.7 31.5)
2018-04-16,44,POINT(-118.4 45.6)
2018-08-04,8,POINT(-76.8 45.9)
2018-05-26,1,POINT(-100.2 27.0)
2018-03-13,38,POINT(-106.8 22.8)
2018-11-26,57,POINT(-91.9 49.3)
2018-09-30,22,POINT(-99.0 32.8)
2018-09-04,6,POINT(-87.4 20.1)
2018-07-05,6,POINT(-95.8 35.0)
2018-03-11,13,POINT(-85.1 38.6)
2018-05-30,46,POINT(-77.3 43.3)
2018-09-03,4,POINT(-110.2 48.3)
2018-09-19,35,POINT(-103.5 47.5)
2018-01-26,7,POINT(-98.2 48.2)
2018-05-20,34,POINT(-71.9 21.0)
2018-04-09,51,POINT(-101.7 41.4)
2018-10-05,12,POINT(-100.9 26.8)
2018-02-20,10,POINT(-87.3 25.6)
2018-05-31,33,POINT(-99.0 44.0)
2018-04-14,16,POINT(-72.4 32.5)
2018-03-30,24,POINT(-75.3 47.5)
2018-05-21,20,POINT(-94.3 21.3)
2018-08-01,4,POINT(-87.8 44.1)
2018-08-21,38,POINT(-117.1 24.1)
2018-07-02,5,POINT(-85.2 25.3)
2018-09-08,54,POINT(-84.6 34.3)
2018-01-09,6,POINT(-102.0 31.9)
2018-03-20,27,POINT(-109.0 34.6)
2018-02-21,7,POINT(-74.2 48.2)
2018-09-26,8,POINT(-98.7 39.7)
2018-08-14,8,POINT(-87.3 28.7)
2018-02-20,28,POINT(-118.3 25.2)
2018-07-05,17,POINT(-99.3 32.6)
2018-02-03,43,POINT(-79.1 33.5)
2018-10-18,8,POINT(-100.6 38.0)
2018-08-18,24,POINT(-89.8 28.0)
2018-05-11,28,POINT(-109.5 43.0)
2018-04-30,4,POINT(-99.2 23.0)
2018-11-22,11,POINT(-73.6 36.8)
2018-09-04,14,POINT(-91.7 38.7)
2018-07-11,9,POINT(-74.9 26.2)
2018-11-19,8,POINT(-74.9 44.8)
2018-07-29,24,POINT(-72.8 38.5)
2018-04-13,5,POINT(-75.2 39.4)
2018-11-25,25,POINT(-119.8 34.9)
2018-05-13,55,POINT(-73.3 47.3)
2018-11-19,17,POINT(-113.1 40.8)
2018-05-19,19,POINT(-118.0 31.5)
2018-05-01,2,POINT(-117.2 27.2)
2018-04-04,40,POINT(-102.6 22.1)
2018-05-09,7,POINT(-89.0 25.0)
2018-04-01,20,POINT(-99.9 49.8)
2018-04-02,78,POINT(-118.7 32.2)
2018-03-04,19,POINT(-96.2 47.0)
2018-01-29,26,POINT(-97.9 25.1)
2018-07-29,12,POINT(-82.2 32.8)
2018-01-12,2,POINT(-106.0 48.8)
2018-11-29,32,POINT(-109.1 22.7)
2018-10-24,1,POINT(-107.2 37.8)
2018-05-10,25,POINT(-104.8 47.6)
2018-10-20,1,POINT(-90.0 48.5)
2018-06-22,40,POINT(-96.4 45.4)
2018-07-27,4,POINT(-103.2 45.7)
2018-01-24,15,POINT(-101.3 39.6)
2018-04-09,19,POINT(-101.5 26.6)
2018-12-22,13,POINT(-71.4 41.9)
2018-05-19,9,POINT(-108.4 49.4)
2018-11-10,13,POINT(-79.1 35.8)
2018-06-23,8,POINT(-84.6 27.8)
2018-01-29,12,POINT(-119.7 37.2)
2018-05-23,9,POINT(-70.3 40.7)
2018-11-12,17,POINT(-82.2 26.2)
2018-12-17,6,POINT(-85.9 41.6)
2018-02-11,90,POINT(-99.7 37.6)
2018-10-26,14,POINT(-92.2 38.4)
2018-07-27,5,POINT(-107.3 29.2)
2018-11-26,13,POINT(-118.2 24.7)
2018-07-11,41,POINT(-78.2 38.7)
2018-06-09,1,POINT(-75.2 37.6)
2018-03-05,23,POINT(-111.9 30.1)
2018-08-31,16,POINT(-80.6 28.9)
2018-09-15,4,POINT(-82.9 30.4)
2018-06-01,35,POINT(-111.1 34.7)
2018-08-03,10,POINT(-98.9 49.2)
2018-11-18,7,POINT(-98.9 42.9)
2018-06-15,36,POINT(-82.0 45.6)
2018-01-31,21,POINT(-78.1 35.2)
2018-08-20,46,POINT(-115.3 35.8)
2018-10-09,20,POINT(-91.9 26.1)
2018-01-29,28,POINT(-81.9 41.6)
2018-07-14,37,POINT(-80.7 32.6)
2018-11-30,2,POINT(-112.6 42.3)
2018-09-13,30,POINT(-93.7 32.3)
2018-10-08,20,POINT(-77.1 23.3)
2018-10-31,2,POINT(-104.1 25.2)
2018-11-17,15,POINT(-98.7 44.3)
2018-11-19,2,POINT(-79.8 27.8)
2018-12-12,27,POINT(-115.5 27.9)
2018-10-21,16,POINT(-77.0 47.9)
2018-03-28,62,POINT(-104.4 39.7)
2018-05-29,5,POINT(-119.9 23.4)
2018-09-06,19,POINT(-108.3 24.3)
2018-11-17,5,POINT(-115.5 28.2)
2018-10-10,20,POINT(-115.4 37.8)
2018-12-28,26,POINT(-85.4 42.6)
2018-07-17,26,POINT(-109.3 28.2)
2018-02-13,34,POINT(-73.3 46.1)
2018-12-22,39,POINT(-94.2 23.3)
2018-01-28,2,POINT(-97.0 26.2)
2018-01-17,9,POINT(-98.3 49.1)
2018-05-07,24,POINT(-85.4 24.0)
2018-06-17,14,POINT(-97.4 46.6)
2018-09-01,5,POINT(-113.6 41.1)
2018-03-17,17,POINT(-76.0 22.2)
2018-08-19,11,POINT(-98.6 34.5)
2018-07-23,10,POINT(-116.3 35.6)
2018-09-05,34,POINT(-93.5 48.0)
2018-10-29,11,POINT(-87.6 32.6)
2018-08-02,1,POINT(-106.2 33.4)
2018-08-03,2,POINT(-80.0 23.4)
2018-06-07,39,POINT(-86.5 39.2)
2018-03-10,65,POINT(-87.5 26.3)
2018-03-26,24,POINT(-99.0 22.3)
2018-09-24,10,POINT(-71.9 49.9)
2018-03-10,56,POINT(-106.3 28.1)
2018-04-09,22,POINT(-91.1 24.2)
2018-12-13,38,POINT(-104.5 41.0)
2018-08-04,30,POINT(-82.8 44.7)
2018-06-10,10,POINT(-117.6 21.9)
2018-04-04,14,POINT(-117.7 23.2)
2018-06-23,5,POINT(-79.5 22.7)
2018-06-14,7,POINT(-98.3 21.4)
2018-04-25,31,POINT(-102.9 39.8)
2018-08-08,45,POINT(-89.6 37.6)
2018-01-31,26,POINT(-84.9 39.9)
2018-01-11,13,POINT(-109.9 35.2)
2018-12-09,2,POINT(-110.7 44.5)
2018-05-10,2,POINT(-72.1 36.4)
2018-04-15,10,POINT(-90.5 47.6)
2018-01-27,13,POINT(-100.5 34.6)
2018-08-15,19,POINT(-79.9 43.7)
2018-01-02,1,POINT(-93.7 32.2)
2018-12-25,92,POINT(-107.9 33.1)
2018-04-11,10,POINT(-109.7 45.5)
2018-01-21,38,POINT(-100.2 23.2)
2018-02-27,16,POINT(-77.0 36.9)
2018-06-29,3,POINT(-116.9 41.8)
2018-12-07,32,POINT(-109.1 42.5)
2018-12-15,25,POINT(-75.3 37.7)
2018-01-20,15,POINT(-113.9 33.4)
2018-09-12,15,POINT(-88.5 27.8)
2018-11-13,2,POINT(-109.3 47.3)
2018-02-07,22,POINT(-89.7 31.1)
2018-05-28,49,POINT(-100.8 44.0)
2018-01-25,2,POINT(-114.9 20.9)
2018-05-01,7,POINT(-90.9 27.0)
2018-01-26,47,POINT(-85.8 30.4)
2018-06-18,7,POINT(-86.0 40.1)
2018-11-19,22,POINT(-88.1 29.6)
2018-08-13,16,POINT(-95.0 21.2)
2018-01-01,19,POINT(-94.0 25.2)
2018-11-03,11,POINT(-88.2 27.8)
2018-09-18,8,POINT(-85.5 25.3)
2018-01-13,1,POINT(-87.3 26.1)
2018-02-17,28,POINT(-90.7 43.1)
2018-11-09,28,POINT(-112.2 32.4)
2018-10-18,23,POINT(-109.5 32.2)
2018-11-28,21,POINT(-107.0 49.0)
2018-04-04,6,POINT(-74.0 33.4)
2018-09-18,1,POINT(-82.0 47.8)
2018-10-05,34,POINT(-92.4 29.0)
2018-12-25,14,POINT(-107.4 32.0)
2018-07-24,8,POINT(-114.5 31.9)
2018-07-04,3,POINT(-75.1 36.4)
2018-06-24,2,POINT(-75.4 37.5)
2018-11-05,9,POINT(-114.5 27.4)
2018-03-10,33,POINT(-80.1 43.8)
2018-04-14,51,POINT(-97.7 34.9)
2018-09-03,46,POINT(-103.8 20.2)
2018-06-10,51,POINT(-83.0 37.7)
2018-07-19,48,POINT(-89.3 43.9)
2018-08-04,15,POINT(-81.0 27.5)
2018-07-31,5,POINT(-116.3 21.1)
2018-01-16,32,POINT(-104.1 44.2)
2018-11-28,5,POINT(-104.0 49.3)
2018-07-24,7,POINT(-103.5 22.3)
2018-12-31,6,POINT(-94.9 48.1)
2018-02-08,15,POINT(-105.8 30.8)
2018-03-30,8,POINT(-97.8 48.2)
2018-09-13,4,POINT(-101.6 39.5)
2018-09-11,13,POINT(-83.2 46.7)
2018-08-04,42,POINT(-89.8 43.6)
2018-10-30,17,POINT(-87.3 20.8)
2018-06-21,43,POINT(-109.5 22.0)
2018-05-17,5,POINT(-103.7 35.8)
2018-06-27,4,POINT(-118.9 23.9)
2018-03-18,18,POINT(-114.6 33.8)
2018-07-07,13,POINT(-106.7 48.6)
2018-01-15,22,POINT(-116.7 28.8)
2018-10-19,32,POINT(-89.9 34.7)
2018-11-15,28,POINT(-70.1 31.5)
2018-11-21,58,POINT(-115.0 38.9)
2018-08-02,11,POINT(-78.9 25.8)
2018-07-27,5,POINT(-114.1 27.8)
2018-06-18,17,POINT(-86.5 45.8)
2018-11-26,3,POINT(-87.8 44.3)
2018-10-07,7,POINT(-74.9 43.7)
2018-11-01,5,POINT(-114.3 43.1)
2018-05-26,11,POINT(-104.2 33.8)
2018-09-20,3,POINT(-115.5 41.9)
2018-01-04,1,POINT(-99.6 31.6)
2018-03-31,22,POINT(-74.4 23.0)
2018-03-01,19,POINT(-80.9 31.8)
2018-11-07,25,POINT(-83.9 24.8)
2018-01-16,22,POINT(-93.3 31.7)
2018-08-15,3,POINT(-75.8 28.9)
2018-01-29,7,POINT(-97.5 38.0)
2018-05-31,3,POINT(-112.5 30.8)
2018-09-02,38,POINT(-78.1 41.2)
2018-09-27,28,POINT(-106.0 35.4)
2018-03-20,5,POINT(-117.3 47.6)
2018-10-16,9,POINT(-113.7 22.7)
2018-06-02,68,POINT(-89.5 40.6)
2018-10-04,19,POINT(-89.6 40.2)
2018-10-06,33,POINT(-107.0 48.5)
2018-02-26,7,POINT(-83.6 31.1)
2018-07-05,5,POINT(-81.3 29.2)
2018-04-03,31,POINT(-74.0 25.2)
2018-10-03,24,POINT(-90.8 28.0)
2018-06-07,23,POINT(-81.0 35.1)
2018-10-02,17,POINT(-82.3 45.1)
2018-06-30,17,POINT(-107.1 28.5)
2018-12-25,27,POINT(-104.5 24.7)
2018-03-18,7,POINT(-96.1 28.2)
2018-05-31,9,POINT(-119.0 23.0)
2018-08-26,42,POINT(-105.1 47.8)
2018-10-16,8,POINT(-96.3 46.2)
2018-08-19,16,POINT(-114.6 29.3)
2018-01-18,25,POINT(-113.7 27.4)
2018-03-14,190,POINT(-96.8 47.2)
2018-07-08,12,POINT(-83.5 20.1)
2018-01-17,12,POINT(-78.3 38.0)
2018-01-19,37,POINT(-92.7 47.5)
2018-08-07,33,POINT(-96.3 35.3)
2018-11-22,27,POINT(-100.8 20.1)
2018-04-30,13,POINT(-110.4 26.6)
2018-04-11,8,POINT(-112.7 47.7)
2018-02-03,19,POINT(-80.4 20.5)
2018-03-25,42,POINT(-96.7 31.8)
2018-07-15,44,POINT(-80.5 43.7)
2018-11-26,3,POINT(-84.8 45.1)
2018-07-21,12,POINT(-110.3 34.3)
2018-12-10,13,POINT(-94.5 27.0)
2018-12-07,76,POINT(-97.8 38.0)
2018-01-11,23,POINT(-98.8 27.9)
2018-12-13,11,POINT(-92.9 27.7)
2018-08-06,1,POINT(-70.9 44.2)
2018-09-10,17,POINT(-79.4 24.6)
2018-08-10,3,POINT(-74.8 20.2)
2018-03-21,36,POINT(-118.5 30.1)
2018-01-07,28,POINT(-113.0 34.7)
2018-09-29,13,POINT(-115.8 41.2)
2018-08-15,12,POINT(-106.8 43.4)
2018-01-16,46,POINT(-97.9 39.9)
2018-01-12,7,POINT(-87.9 38.8)
2018-10-18,6,POINT(-95.0 40.0)
2018-08-29,57,POINT(-74.8 28.1)
2018-01-21,34,POINT(-73.0 31.5)
2018-06-27,35,POINT(-111.8 38.5)
2018-08-16,5,POINT(-77.4 22.0)
2018-09-30,4,POINT(-95.9 28.9)
2018-10-15,1,POINT(-97.3 32.2)
2018-10-24,6,POINT(-80.8 36.0)
2018-05-14,30,POINT(-115.3 34.6)
2018-10-10,6,POINT(-75.9 41.5)
2018-06-02,27,POINT(-86.5 34.2)
2018-03-07,6,POINT(-76.2 47.1)
2018-05-17,11,POINT(-70.3 31.4)
2018-04-02,82,POINT(-94.1 35.8)
2018-11-13,6,POINT(-115.3 20.1)
2018-09-16,10,POINT(-111.7 29.3)
2018-04-13,8,POINT(-103.8 46.0)
2018-02-24,3,POINT(-114.8 30.0)
2018-09-14,14,POINT(-79.2 27.6)
2018-04-11,10,POINT(-105.2 36.3)
2018-07-17,24,POINT(-71.2 22.4)
2018-10-28,35,POINT(-84.9 35.9)
2018-08-14,16,POINT(-111.3 29.1)
2018-08-25,1,POINT(-96.2 31.5)
2018-01-26,20,POINT(-96.7 43.7)
2018-05-01,2,POINT(-95.4 39.9)
2018-07-01,20,POINT(-93.2 33.4)
2018-07-18,24,POINT(-118.4 37.3)
2018-10-29,5,POINT(-85.7 43.0)
2018-09-12,35,POINT(-95.6 42.4)
2018-05-02,49,POINT(-80.5 25.6)
2018-01-31,34,POINT(-79.2 29.0)
2018-11-11,8,POINT(-108.5 30.4)
2018-10-12,18,POINT(-117.6 25.6)
2018-04-16,50,POINT(-84.8 20.4)
2018-08-12,8,POINT(-71.1 25.2)
2018-09-30,35,POINT(-97.7 44.2)
2018-08-20,1,POINT(-107.0 36.4)
2018-09-13,1,POINT(-112.2 30.2)
2018-01-24,29,POINT(-105.6 38.3)
2018-04-19,29,POINT(-103.6 42.2)
2018-07-10,32,POINT(-98.8 30.6)
2018-12-13,54,POINT(-87.2 34.0)
2018-01-25,3,POINT(-106.3 21.9)
2018-07-06,6,POINT(-117.5 37.9)
2018-10-15,47,POINT(-101.3 30.7)
2018-04-26,4,POINT(-77.2 33.0)
2018-12-04,23,POINT(-95.1 32.7)
2018-02-06,16,POINT(-71.8 39.0)
2018-10-09,2,POINT(-94.8 37.2)
2018-05-17,7,POINT(-106.2 32.7)
2018-08-15,15,POINT(-110.3 20.5)
2018-11-16,39,POINT(-85.3 38.6)
2018-11-24,25,POINT(-93.2 46.4)
2018-07-01,20,POINT(-89.8 43.1)
2018-12-28,14,POINT(-82.2 49.4)
